part_number,description,category,criticality,unit_cost_usd,current_stock,safety_stock,reorder_point,lead_time_days,lead_time_volatility,aog_cost_per_day,supplier_id,last_updated,stock_coverage_days,risk_flag,on_time_delivery_pct,risk_exposure,region,country,country_code,inventory_risk_score,supplier_multiplier,composite_risk_score,risk_level,estimated_outage_days,financial_exposure_usd
PN-CAB-04718,Cabin Systems Component - Series X,Cabin Systems,Medium,3479,39,31,40,36.0,Medium,76934,SUP-0033,2025-12-14,37.74193548387096,Warning,60.4,High,Asia-Pacific,Japan,JPN,50,1.3,65.0,High,36.0,2769624.0
PN-STR-04719,Structural Component - Series X,Structural,Medium,8761,40,24,31,69.0,High,152004,SUP-0055,2025-11-15,50.0,Healthy,69.4,Medium,North America,USA,USA,40,1.1,44.0,Medium,69.0,0.0
PN-CAB-04720,Cabin Systems Component - Series A,Cabin Systems,Medium,2536,24,18,23,14.0,Low,131610,SUP-0014,2025-12-29,40.0,Healthy,76.5,Medium,Europe,Italy,ITA,15,1.1,16.5,Low,14.0,0.0
PN-LAN-04721,Landing Gear Component - Series B,Landing Gear,Critical,33575,36,27,35,59.0,Medium,240999,SUP-0026,2026-01-09,40.0,Healthy,81.5,Medium,Asia-Pacific,China,CHN,45,1.1,49.50000000000001,Medium,59.0,0.0
PN-CAB-04722,Cabin Systems Component - Series A,Cabin Systems,Medium,1996,22,27,35,32.0,Medium,87331,SUP-0083,2025-12-21,24.444444444444443,Warning,80.0,High,Asia-Pacific,China,CHN,50,1.3,65.0,High,32.0,2794592.0
PN-AVI-04723,Avionics Component - Series X,Avionics,High,19142,19,16,20,52.0,Medium,184760,SUP-0030,2025-10-29,35.625,Warning,94.4,Medium,Asia-Pacific,Thailand,THA,60,1.1,66.0,High,52.0,9607520.0
PN-HYD-04724,Hydraulics Component - Series X,Hydraulics,High,8568,57,32,41,10.0,Low,208489,SUP-0125,2025-10-26,53.4375,Healthy,65.9,Medium,North America,USA,USA,25,1.1,27.500000000000004,Low,10.0,0.0
PN-LAN-04725,Landing Gear Component - Series A,Landing Gear,Critical,29533,36,24,31,84.0,High,189200,SUP-0096,2025-11-20,45.0,Healthy,65.9,Medium,Europe,France,FRA,60,1.1,66.0,High,84.0,15892800.0
PN-ENG-04726,Engine Component - Series A,Engine,Critical,62561,31,18,23,23.0,Low,212425,SUP-0046,2025-10-26,51.66666666666667,Healthy,72.0,Medium,Europe,UK,GBR,35,1.1,38.5,Medium,23.0,0.0
PN-AVI-04727,Avionics Component - Series B,Avionics,High,15898,22,16,20,8.0,Low,188363,SUP-0144,2025-12-28,41.25,Healthy,74.3,High,Middle East,Turkey,TUR,25,1.3,32.5,Medium,8.0,0.0
PN-CAB-04728,Cabin Systems Component - Series C,Cabin Systems,Medium,2971,36,24,31,73.0,High,73009,SUP-0089,2025-11-02,45.0,Healthy,82.0,Medium,North America,USA,USA,40,1.1,44.0,Medium,73.0,0.0
PN-AVI-04729,Avionics Component - Series X,Avionics,High,10559,33,26,33,57.0,Medium,195901,SUP-0102,2025-11-01,38.07692307692307,Healthy,82.6,Medium,North America,USA,USA,35,1.1,38.5,Medium,57.0,0.0
PN-AVI-04730,Avionics Component - Series A,Avionics,High,10680,35,22,28,38.0,Medium,171727,SUP-0053,2025-11-29,47.727272727272734,Healthy,90.9,Medium,Asia-Pacific,China,CHN,35,1.1,38.5,Medium,38.0,0.0
PN-LAN-04731,Landing Gear Component - Series C,Landing Gear,Critical,18251,41,27,35,62.0,High,241914,SUP-0077,2026-01-14,45.55555555555556,Healthy,62.1,High,Middle East,Turkey,TUR,60,1.3,78.0,High,62.0,14998668.0
PN-ENG-04732,Engine Component - Series B,Engine,Critical,50396,39,25,32,22.0,Low,187818,SUP-0109,2026-01-03,46.8,Healthy,95.1,Medium,Asia-Pacific,Vietnam,VNM,35,1.1,38.5,Medium,22.0,0.0
PN-CAB-04733,Cabin Systems Component - Series B,Cabin Systems,Medium,2143,48,31,40,18.0,Low,83022,SUP-0141,2026-01-19,46.4516129032258,Healthy,98.8,Low,Europe,UK,GBR,15,1.0,15.0,Low,18.0,0.0
PN-AVI-04734,Avionics Component - Series C,Avionics,High,10023,53,30,39,36.0,Medium,179504,SUP-0026,2025-11-26,53.0,Healthy,81.5,Medium,Asia-Pacific,China,CHN,35,1.1,38.5,Medium,36.0,0.0
PN-AVI-04735,Avionics Component - Series C,Avionics,High,12501,20,25,32,71.0,High,235601,SUP-0041,2025-11-14,24.0,Warning,79.9,Medium,North America,Canada,CAN,75,1.1,82.5,High,71.0,16727671.0
PN-ENG-04736,Engine Component - Series B,Engine,Critical,62408,64,37,48,60.0,Medium,196838,SUP-0093,2025-11-25,51.89189189189189,Healthy,83.4,High,Middle East,Qatar,QAT,45,1.3,58.5,Medium,60.0,0.0
PN-AVI-04737,Avionics Component - Series B,Avionics,High,9216,45,27,35,,Unknown,113262,SUP-0020,2026-01-20,50.0,Healthy,69.7,Medium,North America,Canada,CAN,40,1.1,44.0,Medium,30.0,0.0
PN-LAN-04738,Landing Gear Component - Series X,Landing Gear,Critical,25824,49,31,40,59.0,Medium,251463,SUP-0057,2025-12-18,47.41935483870967,Healthy,92.5,Low,North America,Mexico,MEX,45,1.0,45.0,Medium,59.0,0.0
PN-STR-04739,Structural Component - Series A,Structural,Medium,12228,35,27,35,,Unknown,134093,SUP-0123,2025-11-26,38.888888888888886,Healthy,83.8,Low,Europe,UK,GBR,30,1.0,30.0,Low,30.0,0.0
PN-ELE-04740,Electrical Component - Series C,Electrical,High,3005,-1,16,20,57.0,Medium,196659,SUP-0125,2025-12-19,-1.875,Critical,65.9,Medium,North America,USA,USA,75,1.1,82.5,High,57.0,11209563.0
PN-LAN-04741,Landing Gear Component - Series C,Landing Gear,Critical,20109,63,34,44,50.0,Medium,269454,SUP-0034,2025-11-05,55.588235294117645,Healthy,72.9,Medium,North America,Canada,CAN,45,1.1,49.50000000000001,Medium,50.0,0.0
PN-HYD-04742,Hydraulics Component - Series A,Hydraulics,High,5889,20,25,32,55.0,Medium,219967,SUP-0122,2025-10-27,24.0,Warning,61.8,Medium,North America,USA,USA,60,1.1,66.0,High,55.0,12098185.0
PN-LAN-04743,Landing Gear Component - Series C,Landing Gear,Critical,24658,52,31,40,27.0,Low,250443,SUP-0008,2026-01-17,50.32258064516129,Healthy,87.2,Low,Europe,Italy,ITA,35,1.0,35.0,Medium,27.0,0.0
PN-ELE-04744,Electrical Component - Series A,Electrical,High,4819,42,25,32,57.0,Medium,106006,SUP-0047,2025-11-22,50.4,Healthy,64.7,Medium,Europe,Germany,DEU,35,1.1,38.5,Medium,57.0,0.0
PN-LAN-04745,Landing Gear Component - Series A,Landing Gear,Critical,31286,25,18,23,,Unknown,319423,SUP-0150,2025-11-05,41.66666666666667,Healthy,94.4,High,Middle East,Saudi Arabia,SAU,50,1.3,65.0,High,30.0,9582690.0
PN-CAB-04746,Cabin Systems Component - Series C,Cabin Systems,Medium,3726,40,22,28,45.0,Medium,126630,SUP-0067,2025-12-11,54.54545454545455,Healthy,70.3,High,Asia-Pacific,South Korea,KOR,25,1.3,32.5,Medium,45.0,0.0
PN-LAN-04747,Landing Gear Component - Series X,Landing Gear,Critical,26912,52,28,36,78.0,High,148554,SUP-0089,2025-12-08,55.714285714285715,Healthy,82.0,Medium,North America,USA,USA,60,1.1,66.0,High,78.0,11587212.0
PN-LAN-04748,Landing Gear Component - Series X,Landing Gear,Critical,20183,32,22,28,52.0,Medium,147841,SUP-0110,2025-12-28,43.63636363636364,Healthy,83.4,High,Middle East,Qatar,QAT,45,1.3,58.5,Medium,52.0,0.0
PN-ENG-04749,Engine Component - Series A,Engine,Critical,41539,30,16,20,36.0,Medium,209525,SUP-0129,2025-12-29,56.25,Healthy,79.0,Medium,North America,USA,USA,45,1.1,49.50000000000001,Medium,36.0,0.0
PN-LAN-04750,Landing Gear Component - Series B,Landing Gear,Critical,22534,34,24,31,75.0,High,325251,SUP-0150,2025-12-10,42.5,Healthy,94.4,High,Middle East,Saudi Arabia,SAU,60,1.3,78.0,High,75.0,24393825.0
PN-LAN-04751,Landing Gear Component - Series X,Landing Gear,Critical,24087,45,34,44,37.0,Medium,310813,SUP-0113,2026-01-03,39.705882352941174,Healthy,67.7,Medium,North America,USA,USA,45,1.1,49.50000000000001,Medium,37.0,0.0
PN-AVI-04752,Avionics Component - Series X,Avionics,High,12315,25,21,27,14.0,Low,169538,SUP-0054,2025-12-23,35.714285714285715,Warning,83.3,Medium,North America,Mexico,MEX,50,1.1,55.00000000000001,Medium,14.0,0.0
PN-ENG-04753,Engine Component - Series X,Engine,Critical,55063,36,28,36,82.0,High,263641,SUP-0074,2025-10-31,38.57142857142857,Healthy,63.5,High,Middle East,Israel,ISR,60,1.3,78.0,High,82.0,21618562.0
PN-AVI-04754,Avionics Component - Series C,Avionics,High,18171,26,18,23,8.0,Low,283486,SUP-0098,2025-11-03,43.333333333333336,Healthy,70.8,Medium,Europe,Italy,ITA,25,1.1,27.500000000000004,Low,8.0,0.0
PN-HYD-04755,Hydraulics Component - Series X,Hydraulics,High,8701,45,25,32,37.0,Medium,122712,SUP-0046,2025-12-28,54.0,Healthy,72.0,Medium,Europe,UK,GBR,35,1.1,38.5,Medium,37.0,0.0
PN-LAN-04756,Landing Gear Component - Series C,Landing Gear,Critical,16203,58,37,48,14.0,Low,342534,SUP-0029,2025-11-04,47.027027027027025,Healthy,73.7,Medium,Europe,Spain,ESP,35,1.1,38.5,Medium,14.0,0.0
PN-STR-04757,Structural Component - Series C,Structural,Medium,8699,57,31,40,30.0,Low,164548,SUP-0045,2026-01-14,55.16129032258064,Healthy,74.6,High,Middle East,Israel,ISR,15,1.3,19.5,Low,30.0,0.0
PN-ELE-04758,Electrical Component - Series B,Electrical,High,4560,25,15,19,18.0,Low,102865,SUP-0029,2026-01-10,50.0,Healthy,73.7,Medium,Europe,Spain,ESP,25,1.1,27.500000000000004,Low,18.0,0.0
PN-LAN-04759,Landing Gear Component - Series B,Landing Gear,Critical,32474,27,31,40,59.0,Medium,151864,SUP-0107,2025-11-28,26.129032258064512,Warning,73.1,High,Asia-Pacific,Singapore,SGP,70,1.3,91.0,High,59.0,8959976.0
PN-LAN-04760,Landing Gear Component - Series C,Landing Gear,Critical,28636,54,31,40,,Unknown,270148,SUP-0097,2026-01-02,52.258064516129025,Healthy,77.7,High,Asia-Pacific,Singapore,SGP,50,1.3,65.0,High,30.0,8104440.0
PN-CAB-04761,Cabin Systems Component - Series X,Cabin Systems,Medium,3956,58,31,40,53.0,Medium,110365,SUP-0006,2025-11-22,56.12903225806451,Healthy,65.3,High,Middle East,Israel,ISR,25,1.3,32.5,Medium,53.0,0.0
PN-LAN-04762,Landing Gear Component - Series B,Landing Gear,Critical,27849,56,30,39,38.0,Medium,344642,SUP-0001,2025-10-29,56.0,Healthy,80.9,High,Middle East,Saudi Arabia,SAU,45,1.3,58.5,Medium,38.0,0.0
PN-HYD-04763,Hydraulics Component - Series B,Hydraulics,High,8991,10,25,32,59.0,Medium,96321,SUP-0103,2025-11-24,12.0,Critical,74.1,Medium,North America,Mexico,MEX,70,1.1,77.0,High,59.0,5682939.0
PN-ELE-04764,Electrical Component - Series B,Electrical,High,3527,27,20,26,30.0,Low,226225,SUP-0038,2026-01-24,40.5,Healthy,75.3,Medium,Europe,Italy,ITA,25,1.1,27.500000000000004,Low,30.0,0.0
PN-CAB-04765,Cabin Systems Component - Series X,Cabin Systems,Medium,2944,41,22,28,19.0,Low,63500,SUP-0015,2025-12-14,55.909090909090914,Healthy,71.9,High,Middle East,Qatar,QAT,15,1.3,19.5,Low,19.0,0.0
PN-HYD-04766,Hydraulics Component - Series A,Hydraulics,High,8511,40,28,36,78.0,High,228526,SUP-0068,2025-11-01,42.857142857142854,Healthy,60.0,Medium,Europe,Netherlands,NLD,50,1.1,55.00000000000001,Medium,78.0,0.0
PN-LAN-04767,Landing Gear Component - Series A,Landing Gear,Critical,16075,53,39,50,57.0,Medium,300408,SUP-0021,2026-01-03,40.76923076923077,Healthy,88.8,High,Middle East,Saudi Arabia,SAU,45,1.3,58.5,Medium,57.0,0.0
PN-LAN-04768,Landing Gear Component - Series C,Landing Gear,Critical,31857,52,30,39,26.0,Low,140460,SUP-0123,2025-11-10,52.0,Healthy,83.8,Low,Europe,UK,GBR,35,1.0,35.0,Medium,26.0,0.0
PN-CAB-04769,Cabin Systems Component - Series A,Cabin Systems,Medium,3322,25,27,35,16.0,Low,70589,SUP-0115,2026-01-23,27.77777777777778,Warning,86.1,Medium,Asia-Pacific,China,CHN,40,1.1,44.0,Medium,16.0,0.0
PN-CAB-04770,Cabin Systems Component - Series A,Cabin Systems,Medium,2021,26,20,26,34.0,Medium,134516,SUP-0123,2025-12-07,39.0,Healthy,83.8,Low,Europe,UK,GBR,25,1.0,25.0,Low,34.0,0.0
PN-ELE-04771,Electrical Component - Series C,Electrical,High,4553,27,15,19,8.0,Low,237580,SUP-0148,2025-12-26,54.0,Healthy,95.7,Low,Europe,Italy,ITA,25,1.0,25.0,Low,8.0,0.0
PN-HYD-04772,Hydraulics Component - Series A,Hydraulics,High,10901,33,27,35,38.0,Medium,212661,SUP-0081,2025-11-15,36.666666666666664,Warning,87.7,High,Middle East,Saudi Arabia,SAU,60,1.3,78.0,High,38.0,8081118.0
PN-STR-04773,Structural Component - Series A,Structural,Medium,13406,31,19,24,33.0,Medium,153663,SUP-0072,2026-01-03,48.94736842105264,Healthy,69.2,High,Asia-Pacific,Singapore,SGP,25,1.3,32.5,Medium,33.0,0.0
PN-STR-04774,Structural Component - Series X,Structural,Medium,7623,38,27,35,9.0,Low,92162,SUP-0092,2025-12-31,42.22222222222222,Healthy,99.0,Medium,Asia-Pacific,China,CHN,15,1.1,16.5,Low,9.0,0.0
PN-ELE-04775,Electrical Component - Series A,Electrical,High,3962,23,18,23,9.0,Low,122357,SUP-0003,2025-12-20,38.333333333333336,Healthy,80.8,High,Middle East,UAE,ARE,25,1.3,32.5,Medium,9.0,0.0
PN-ENG-04776,Engine Component - Series C,Engine,Critical,36006,52,31,40,63.0,High,268058,SUP-0105,2025-11-26,50.32258064516129,Healthy,64.4,Medium,North America,USA,USA,60,1.1,66.0,High,63.0,16887654.0
PN-ENG-04777,Engine Component - Series A,Engine,Critical,35226,35,31,40,64.0,High,272442,SUP-0044,2026-01-10,33.87096774193548,Warning,64.9,High,Asia-Pacific,South Korea,KOR,85,1.3,100.0,High,64.0,17436288.0
PN-LAN-04778,Landing Gear Component - Series C,Landing Gear,Critical,31753,66,34,44,18.0,Low,186910,SUP-0115,2025-11-17,58.23529411764706,Healthy,86.1,Medium,Asia-Pacific,China,CHN,35,1.1,38.5,Medium,18.0,0.0
PN-ELE-04779,Electrical Component - Series X,Electrical,High,5730,28,27,35,60.0,Medium,110467,SUP-0079,2026-01-11,31.11111111111111,Warning,60.0,High,Middle East,Israel,ISR,60,1.3,78.0,High,60.0,6628020.0
PN-LAN-04780,Landing Gear Component - Series A,Landing Gear,Critical,28428,48,25,32,88.0,High,204753,SUP-0023,2026-01-07,57.599999999999994,Healthy,63.8,Medium,Europe,France,FRA,60,1.1,66.0,High,88.0,18018264.0
PN-STR-04781,Structural Component - Series A,Structural,Medium,15194,25,27,35,75.0,High,167975,SUP-0101,2026-01-01,27.77777777777778,Warning,60.0,High,Asia-Pacific,Japan,JPN,65,1.3,84.5,High,75.0,12598125.0
PN-AVI-04782,Avionics Component - Series B,Avionics,High,14924,59,36,46,19.0,Low,132917,SUP-0004,2025-12-28,49.16666666666667,Healthy,83.1,Medium,North America,USA,USA,25,1.1,27.500000000000004,Low,19.0,0.0
PN-ENG-04783,Engine Component - Series B,Engine,Critical,57496,36,27,35,27.0,Low,358365,SUP-0044,2025-11-09,40.0,Healthy,64.9,High,Asia-Pacific,South Korea,KOR,35,1.3,45.5,Medium,27.0,0.0
PN-LAN-04784,Landing Gear Component - Series B,Landing Gear,Critical,16212,37,42,54,65.0,High,294116,SUP-0108,2025-11-10,26.42857142857143,Warning,81.1,Low,Europe,Germany,DEU,85,1.0,85.0,High,65.0,19117540.0
PN-STR-04785,Structural Component - Series C,Structural,Medium,13020,21,24,31,64.0,High,129172,SUP-0069,2026-01-08,26.25,Warning,99.0,Medium,Asia-Pacific,China,CHN,65,1.1,71.5,High,64.0,8267008.0
PN-ENG-04786,Engine Component - Series A,Engine,Critical,40549,39,25,32,82.0,High,349719,SUP-0063,2025-12-25,46.8,Healthy,79.1,Medium,North America,USA,USA,60,1.1,66.0,High,82.0,28676958.0
PN-ELE-04787,Electrical Component - Series C,Electrical,High,4053,16,19,24,66.0,High,112500,SUP-0096,2025-12-31,25.26315789473684,Warning,65.9,Medium,Europe,France,FRA,75,1.1,82.5,High,66.0,7425000.0
PN-STR-04788,Structural Component - Series X,Structural,Medium,13644,35,21,27,18.0,Low,116069,SUP-0061,2026-01-21,50.0,Healthy,70.6,Medium,North America,Canada,CAN,15,1.1,16.5,Low,18.0,0.0
PN-CAB-04789,Cabin Systems Component - Series A,Cabin Systems,Medium,2971,24,13,16,18.0,Low,86624,SUP-0040,2025-12-26,55.38461538461538,Healthy,69.2,High,Asia-Pacific,Japan,JPN,15,1.3,19.5,Low,18.0,0.0
PN-STR-04790,Structural Component - Series B,Structural,Medium,14657,26,21,27,44.0,Medium,108001,SUP-0038,2025-12-06,37.142857142857146,Warning,75.3,Medium,Europe,Italy,ITA,50,1.1,55.00000000000001,Medium,44.0,0.0
PN-STR-04791,Structural Component - Series X,Structural,Medium,7539,38,34,44,41.0,Medium,83438,SUP-0070,2025-11-03,33.529411764705884,Warning,60.7,Medium,Europe,France,FRA,50,1.1,55.00000000000001,Medium,41.0,0.0
PN-STR-04792,Structural Component - Series C,Structural,Medium,16127,23,21,27,38.0,Medium,138078,SUP-0143,2025-11-03,32.85714285714286,Warning,60.0,High,Middle East,Turkey,TUR,50,1.3,65.0,High,38.0,5246964.0
PN-ELE-04793,Electrical Component - Series C,Electrical,High,6314,57,30,39,88.0,High,99342,SUP-0127,2025-12-18,57.0,Healthy,74.7,Medium,Europe,France,FRA,50,1.1,55.00000000000001,Medium,88.0,0.0
PN-AVI-04794,Avionics Component - Series B,Avionics,High,13805,41,26,33,75.0,High,223717,SUP-0049,2025-12-16,47.30769230769231,Healthy,69.5,Medium,North America,USA,USA,50,1.1,55.00000000000001,Medium,75.0,0.0
PN-STR-04795,Structural Component - Series X,Structural,Medium,12274,44,25,32,,Unknown,117236,SUP-0060,2026-01-07,52.8,Healthy,81.2,Medium,Asia-Pacific,Vietnam,VNM,30,1.1,33.0,Medium,30.0,0.0
PN-CAB-04796,Cabin Systems Component - Series B,Cabin Systems,Medium,2597,16,16,20,33.0,Medium,142182,SUP-0143,2025-11-27,30.0,Warning,60.0,High,Middle East,Turkey,TUR,50,1.3,65.0,High,33.0,4692006.0
PN-HYD-04797,Hydraulics Component - Series B,Hydraulics,High,5356,23,25,32,21.0,Low,208874,SUP-0014,2026-01-11,27.6,Warning,76.5,Medium,Europe,Italy,ITA,50,1.1,55.00000000000001,Medium,21.0,0.0
PN-AVI-04798,Avionics Component - Series X,Avionics,High,14088,19,19,24,,Unknown,113774,SUP-0103,2025-12-31,30.0,Warning,74.1,Medium,North America,Mexico,MEX,65,1.1,71.5,High,30.0,3413220.0
PN-ELE-04799,Electrical Component - Series A,Electrical,High,5364,23,16,20,77.0,High,205947,SUP-0110,2026-01-23,43.125,Healthy,83.4,High,Middle East,Qatar,QAT,50,1.3,65.0,High,77.0,15857919.0
PN-ELE-04800,Electrical Component - Series X,Electrical,High,6635,13,16,20,85.0,High,157620,SUP-0035,2026-01-14,24.375,Warning,83.1,Medium,Asia-Pacific,Thailand,THA,75,1.1,82.5,High,85.0,13397700.0
PN-HYD-04801,Hydraulics Component - Series B,Hydraulics,High,9005,43,24,31,56.0,Medium,205801,SUP-0028,2025-12-23,53.75,Healthy,85.8,High,Middle East,Qatar,QAT,35,1.3,45.5,Medium,56.0,0.0
PN-LAN-04802,Landing Gear Component - Series C,Landing Gear,Critical,30777,35,39,50,84.0,High,257902,SUP-0024,2025-12-18,26.923076923076923,Warning,94.7,Medium,Asia-Pacific,China,CHN,85,1.1,93.50000000000001,High,84.0,21663768.0
PN-LAN-04803,Landing Gear Component - Series B,Landing Gear,Critical,30049,56,37,48,37.0,Medium,306492,SUP-0056,2026-01-13,45.4054054054054,Healthy,62.4,High,Middle East,Israel,ISR,45,1.3,58.5,Medium,37.0,0.0
PN-LAN-04804,Landing Gear Component - Series A,Landing Gear,Critical,34882,36,25,32,77.0,High,198998,SUP-0123,2026-01-22,43.2,Healthy,83.8,Low,Europe,UK,GBR,60,1.0,60.0,Medium,77.0,0.0
PN-AVI-04805,Avionics Component - Series C,Avionics,High,11659,25,27,35,70.0,High,162062,SUP-0003,2026-01-24,27.77777777777778,Warning,80.8,High,Middle East,UAE,ARE,75,1.3,97.5,High,70.0,11344340.0
PN-AVI-04806,Avionics Component - Series B,Avionics,High,18401,25,14,18,76.0,High,119391,SUP-0070,2025-11-07,53.57142857142857,Healthy,60.7,Medium,Europe,France,FRA,50,1.1,55.00000000000001,Medium,76.0,0.0
PN-ELE-04807,Electrical Component - Series B,Electrical,High,3012,29,24,31,56.0,Medium,129776,SUP-0016,2025-12-17,36.25,Warning,78.0,Medium,North America,USA,USA,60,1.1,66.0,High,56.0,7267456.0
PN-ELE-04808,Electrical Component - Series B,Electrical,High,6436,32,24,31,28.0,Low,112899,SUP-0112,2025-12-05,40.0,Healthy,60.8,Medium,North America,USA,USA,25,1.1,27.500000000000004,Low,28.0,0.0
PN-HYD-04809,Hydraulics Component - Series A,Hydraulics,High,7694,18,15,19,80.0,High,146636,SUP-0080,2025-12-02,36.0,Warning,84.8,Medium,North America,Canada,CAN,75,1.1,82.5,High,80.0,11730880.0
PN-HYD-04810,Hydraulics Component - Series C,Hydraulics,High,8454,26,27,35,67.0,High,189829,SUP-0040,2026-01-19,28.88888888888889,Warning,69.2,High,Asia-Pacific,Japan,JPN,75,1.3,97.5,High,67.0,12718543.0
PN-ELE-04811,Electrical Component - Series B,Electrical,High,6000,38,24,31,,Unknown,154081,SUP-0095,2025-10-26,47.5,Healthy,94.8,Medium,Asia-Pacific,China,CHN,40,1.1,44.0,Medium,30.0,0.0
PN-ELE-04812,Electrical Component - Series C,Electrical,High,5271,35,36,46,26.0,Low,109020,SUP-0024,2025-11-10,29.166666666666668,Warning,94.7,Medium,Asia-Pacific,China,CHN,50,1.1,55.00000000000001,Medium,26.0,0.0
PN-ELE-04813,Electrical Component - Series A,Electrical,High,6391,22,21,27,64.0,High,215758,SUP-0087,2025-12-18,31.42857142857143,Warning,60.0,High,Middle East,UAE,ARE,75,1.3,97.5,High,64.0,13808512.0
PN-HYD-04814,Hydraulics Component - Series C,Hydraulics,High,8811,18,18,23,,Unknown,211380,SUP-0027,2025-12-04,30.0,Warning,82.4,High,Middle East,Qatar,QAT,65,1.3,84.5,High,30.0,6341400.0
PN-LAN-04815,Landing Gear Component - Series A,Landing Gear,Critical,23670,20,24,31,58.0,Medium,260207,SUP-0050,2025-12-24,25.0,Warning,63.1,Medium,Europe,Italy,ITA,70,1.1,77.0,High,58.0,15092006.0
PN-ENG-04816,Engine Component - Series B,Engine,Critical,61274,34,21,27,51.0,Medium,144954,SUP-0077,2025-12-06,48.57142857142858,Healthy,62.1,High,Middle East,Turkey,TUR,45,1.3,58.5,Medium,51.0,0.0
PN-ENG-04817,Engine Component - Series B,Engine,Critical,42120,16,21,27,61.0,High,186945,SUP-0099,2025-11-04,22.857142857142858,Warning,86.4,Medium,North America,USA,USA,85,1.1,93.50000000000001,High,61.0,11403645.0
PN-ELE-04818,Electrical Component - Series A,Electrical,High,4884,25,19,24,28.0,Low,214378,SUP-0052,2025-12-05,39.473684210526315,Healthy,91.1,Medium,Asia-Pacific,Thailand,THA,25,1.1,27.500000000000004,Low,28.0,0.0
PN-LAN-04819,Landing Gear Component - Series B,Landing Gear,Critical,19399,23,18,23,42.0,Medium,331646,SUP-0010,2026-01-15,38.333333333333336,Healthy,79.1,Medium,North America,USA,USA,45,1.1,49.50000000000001,Medium,42.0,0.0
PN-AVI-04820,Avionics Component - Series X,Avionics,High,10855,52,27,35,53.0,Medium,143223,SUP-0111,2026-01-08,57.77777777777778,Healthy,79.9,High,Asia-Pacific,South Korea,KOR,35,1.3,45.5,Medium,53.0,0.0
PN-ELE-04821,Electrical Component - Series B,Electrical,High,5329,26,25,32,67.0,High,162763,SUP-0043,2026-01-06,31.2,Warning,91.5,Medium,Asia-Pacific,China,CHN,75,1.1,82.5,High,67.0,10905121.0
PN-HYD-04822,Hydraulics Component - Series A,Hydraulics,High,6891,21,20,26,7.0,Low,140991,SUP-0146,2025-11-27,31.5,Warning,70.6,Medium,North America,USA,USA,50,1.1,55.00000000000001,Medium,7.0,0.0
PN-ENG-04823,Engine Component - Series B,Engine,Critical,48281,66,34,44,66.0,High,157541,SUP-0005,2026-01-13,58.23529411764706,Healthy,86.8,High,Middle East,UAE,ARE,60,1.3,78.0,High,66.0,10397706.0
PN-STR-04824,Structural Component - Series B,Structural,Medium,9591,45,26,33,48.0,Medium,157746,SUP-0072,2026-01-17,51.92307692307692,Healthy,69.2,High,Asia-Pacific,Singapore,SGP,25,1.3,32.5,Medium,48.0,0.0
PN-ELE-04825,Electrical Component - Series X,Electrical,High,5729,32,24,31,7.0,Low,108783,SUP-0109,2026-01-20,40.0,Healthy,95.1,Medium,Asia-Pacific,Vietnam,VNM,25,1.1,27.500000000000004,Low,7.0,0.0
